unique_id,timepoint,age,gender,exclude_master,attention_check_1,attention_check_2,SITES_completeness,IRI_completeness,EQ_completeness,PET_completeness,EYES_completeness,PTP_completeness,SITES,IRI_FS,IRI_EC,IRI_PT,IRI_PD,IRI_total,EQ_total,EQ_cog,EQ_aff,EQ_soc,PET_total,EYES_total,PTP_simple,PTP_reversed,PTP_doublereversed,PTP_total,PTTA_total,IRI_1,IRI_2,IRI_3,IRI_4,IRI_5,IRI_6,IRI_7,IRI_8,IRI_9,IRI_10,IRI_11,IRI_12,IRI_13,IRI_14,IRI_15,IRI_16,IRI_17,IRI_18,IRI_19,IRI_20,IRI_21,IRI_22,IRI_23,IRI_24,IRI_25,IRI_26,IRI_27,IRI_28,EQ_1,EQ_4,EQ_6,EQ_8,EQ_10,EQ_11,EQ_12,EQ_14,EQ_15,EQ_18,EQ_19,EQ_21,EQ_22,EQ_25,EQ_26,EQ_27,EQ_28,EQ_29,EQ_32,EQ_34,EQ_35,EQ_36,EQ_37,EQ_38,EQ_39,EQ_41,EQ_42,EQ_43,EQ_44,EQ_46,EQ_48,EQ_49,EQ_50,EQ_52,EQ_54,EQ_55,EQ_57,EQ_58,EQ_59,EQ_60,PET_1,PET_2,PET_3,PET_4,PET_5,PET_6,PET_7,EYES_1,EYES_2,EYES_3,EYES_4,EYES_5,EYES_6,EYES_7,EYES_8,EYES_9,EYES_10,EYES_11,EYES_12,EYES_13,EYES_14,EYES_15,EYES_16,EYES_17,EYES_18,EYES_19,EYES_20,EYES_21,EYES_22,EYES_23,EYES_24,EYES_25,EYES_26,EYES_27,EYES_28,EYES_29,EYES_30,EYES_31,EYES_32,EYES_33,EYES_34,EYES_35,EYES_36,PTP_1,PTP_2,PTP_3,PTP_4,PTP_5,PTP_6,PTP_7,PTP_8,PTP_9,PTTA_1,PTTA_2,PTTA_3,PTTA_4,PTTA_5,PTTA_6,PTTA_7,PTTA_8,PTTA_9,PTTA_10,PTTA_11,PTTA_12,PTTA_13,PTTA_14,PTTA_15,PTTA_16,PTTA_17,PTTA_18,PTTA_19,PTTA_20,PTTA_21,PTTA_22,PTTA_23,PTTA_24,PTTA_25,PTTA_26,PTTA_27,PTTA_28,PTTA_29,PTTA_30,PTTA_31,PTTA_32
119,2,45,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,23,26,25,14,88,54,19,17,10,4.428571428571429,26,3,4,2,9,6,2,3,4,4,3,3,4,4,4,0,3,4,3,4,4,3,3,4,1,4,4,3,4,1,3,3,3,3,2,2,1,0,2,2,2,2,2,2,2,1,0,1,2,2,0,2,2,0,0,2,1,1,0,2,0,2,2,2,2,0,2,1,1,2,1,1,2,1,5,2,5,5,5,5,4,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2,61,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,12,20,21,8,61,50,15,16,10,2.7142857142857144,27,3,4,2,9,4,1,2,3,3,2,1,1,3,3,1,3,3,2,3,3,1,1,3,1,3,3,3,2,1,3,2,1,3,1,2,2,0,2,2,1,1,0,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,0,1,0,1,1,2,2,2,0,1,1,1,1,1,1,2,2,2,2,3,3,4,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,44,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,21,20,20,18,79,58,27,17,9,4,28,3,4,1,8,13,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,2,1,1,1,1,2,1,2,0,2,2,1,1,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,4,4,4,4,5,4,3,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,31,male,include,passed,passed,complete,complete,complete,complete,complete,complete,3,3,8,11,4,26,30,12,7,11,1.4285714285714286,28,3,4,0,7,13,2,1,2,1,0,0,1,1,1,0,0,0,1,1,3,0,0,2,1,1,3,1,0,1,1,0,1,1,1,1,0,1,2,1,1,2,1,2,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,2,2,1,2,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2,34,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,16,19,24,8,67,55,24,16,10,3.142857142857143,29,3,2,1,6,15,2,2,4,2,3,1,2,4,4,2,3,3,1,3,3,1,1,3,1,3,4,2,2,1,3,3,1,3,2,1,2,1,2,0,2,2,0,2,1,1,2,2,2,1,0,2,1,2,1,1,1,2,0,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,3,3,3,4,3,4,2,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2,32,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,20,24,22,20,86,60,21,21,10,4.714285714285714,28,3,3,2,8,13,3,3,3,3,2,4,4,3,3,4,3,2,3,3,3,3,2,4,2,4,4,4,3,2,3,3,3,3,2,0,2,2,2,2,2,2,2,2,1,2,0,1,2,0,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,0,2,2,2,5,4,5,5,5,5,4,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2,48,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,19,22,13,15,69,22,6,11,9,3.2857142857142856,7,3,2,2,7,5,2,3,2,4,4,3,3,2,3,4,1,4,3,3,4,2,3,4,1,2,1,3,3,0,1,1,1,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,1,2,1,1,0,0,1,1,0,1,0,0,0,1,1,2,3,4,4,2,4,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2,57,female,include,passed,passed,complete,complete,complete,complete,complete,complete,3,16,16,20,19,71,31,12,9,9,4.857142857142857,20,3,4,0,7,17,2,1,2,2,2,3,2,3,3,3,3,3,2,2,3,2,3,3,3,3,3,2,2,2,3,3,3,3,2,0,0,0,0,2,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,4,5,5,5,5,5,5,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2,31,female,include,passed,passed,complete,complete,complete,complete,complete,complete,3,17,22,13,10,62,40,13,12,5,4.571428571428571,28,3,3,1,7,8,3,3,2,3,2,1,2,3,4,3,3,3,2,3,0,2,2,4,1,3,2,2,3,1,1,2,0,2,1,1,1,1,0,2,1,2,1,2,1,1,1,1,2,2,0,2,2,0,0,1,0,0,0,1,1,1,1,1,0,2,2,1,0,0,2,1,1,1,4,5,5,5,4,5,4,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,33,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,28,28,23,15,94,56,28,16,10,4.714285714285714,24,3,4,1,8,5,4,4,2,4,4,2,4,4,4,2,4,4,4,4,1,4,0,4,1,4,4,4,4,2,4,4,4,4,2,0,2,2,1,1,0,2,1,0,2,1,2,2,2,2,0,2,2,2,0,2,1,1,1,2,2,2,2,0,1,0,2,2,2,2,0,2,2,2,5,5,5,5,4,5,4,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,2,26,male,include,passed,passed,complete,complete,complete,complete,complete,complete,4,18,23,21,1,63,52,23,16,5,2.7142857142857144,30,3,4,0,7,19,2,3,4,4,2,0,1,3,3,0,3,4,0,4,3,3,0,4,1,2,2,3,3,0,3,3,0,3,2,2,2,1,2,2,0,0,0,2,2,2,2,1,1,1,1,2,1,1,2,0,2,2,0,2,1,0,2,2,2,0,0,2,2,2,0,2,0,2,4,2,3,2,3,2,3,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
79,2,28,male,include,passed,passed,complete,complete,complete,complete,complete,complete,5,17,21,28,11,77,54,20,17,10,2.7142857142857144,28,3,4,1,8,29,2,2,4,3,2,1,2,4,3,3,4,3,2,3,4,3,3,3,1,3,4,4,2,0,4,3,1,4,2,2,1,0,2,2,1,2,0,2,2,2,2,2,2,2,1,1,1,1,0,1,2,2,1,2,1,1,2,2,2,1,0,1,1,1,0,1,1,2,2,1,4,4,2,4,2,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
98,2,64,male,include,passed,passed,complete,complete,complete,complete,complete,complete,4,20,21,18,13,72,51,14,19,8,4.571428571428571,28,3,3,0,6,8,4,3,3,2,3,1,3,3,3,2,2,4,3,3,3,1,2,4,3,3,3,3,2,1,2,3,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,0,2,1,1,2,1,1,1,2,2,2,1,0,1,0,0,1,1,4,4,5,5,5,5,4,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2,25,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,18,22,17,15,72,34,14,10,6,4.857142857142857,25,3,4,0,7,1,3,3,2,4,3,3,1,3,3,2,2,2,2,3,1,3,3,3,1,3,3,3,3,1,3,3,3,3,2,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2,39,male,include,passed,passed,complete,complete,complete,complete,complete,complete,5,23,25,20,14,82,52,16,21,11,4.285714285714286,26,3,4,1,8,17,2,4,4,4,3,2,4,3,4,4,3,4,2,4,3,3,3,4,2,2,3,3,4,0,2,3,1,2,1,0,2,1,2,1,2,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,0,2,0,1,2,1,1,2,2,0,2,1,1,1,0,1,2,1,4,4,5,5,3,5,4,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2,46,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,26,16,14,16,72,51,25,16,9,3.5714285714285716,33,3,4,0,7,7,3,3,3,2,4,3,4,3,3,4,2,4,3,1,1,3,3,3,1,4,3,0,4,1,1,4,1,1,2,0,0,2,1,2,0,2,1,2,2,2,1,1,2,1,0,1,2,0,1,2,1,2,0,2,1,2,2,0,1,0,2,2,2,1,1,1,2,2,3,2,4,3,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2,64,female,include,passed,passed,complete,complete,complete,complete,complete,complete,3,22,18,13,14,67,24,8,10,5,3.7142857142857144,34,3,4,0,7,6,3,3,2,2,3,4,3,2,3,2,3,4,2,2,1,3,2,2,1,3,2,3,3,2,1,3,1,2,2,0,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,1,1,1,1,1,2,1,1,1,2,0,0,0,4,2,4,4,5,4,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2,54,male,include,passed,passed,complete,complete,complete,complete,complete,complete,5,9,21,19,7,56,42,21,11,9,2.4285714285714284,28,3,4,0,7,8,3,3,4,3,1,1,0,3,3,2,2,2,1,2,3,0,1,3,1,3,3,4,1,1,2,2,0,2,1,0,1,1,0,0,0,2,1,2,1,1,1,1,2,1,1,2,0,1,2,2,1,2,0,1,1,1,2,1,1,0,0,2,2,1,1,1,1,1,3,1,2,3,3,3,2,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,43,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,15,11,15,6,47,29,13,11,3,2,26,3,3,1,7,5,1,3,2,1,3,1,3,3,1,1,3,4,2,1,1,0,0,2,2,2,2,1,1,0,2,3,0,2,1,1,1,0,0,0,2,0,0,2,1,0,1,1,1,0,0,0,1,0,2,1,1,2,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,2,2,2,2,2,2,2,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
101,2,26,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,22,22,21,15,80,37,19,9,5,3.857142857142857,24,3,2,0,5,13,3,3,2,4,4,2,3,4,3,2,3,3,3,3,1,3,3,3,1,3,4,3,3,1,3,3,3,4,1,0,1,0,1,1,0,1,1,2,1,0,1,1,2,2,0,0,2,1,1,2,1,1,0,2,1,2,1,0,0,1,0,1,1,1,0,1,1,2,4,2,4,5,4,4,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2,45,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,9,27,22,7,65,70,30,19,11,4.571428571428571,26,3,4,1,8,9,1,4,2,4,1,2,1,4,4,2,4,2,1,4,1,2,1,4,0,4,4,3,1,0,3,1,1,4,2,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,5,4,5,5,4,5,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2,38,male,include,passed,passed,complete,complete,complete,complete,complete,complete,3,14,12,11,16,53,16,6,7,8,1.8571428571428572,31,3,4,1,8,18,3,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,3,2,2,2,1,2,1,2,2,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,3,2,1,2,2,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
132,2,22,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,28,26,21,15,90,43,15,14,8,4.714285714285714,29,3,3,1,7,6,4,3,3,4,4,2,4,3,4,3,4,4,4,4,1,4,4,4,1,3,3,4,4,0,3,4,1,4,2,0,2,0,1,2,1,0,1,2,1,1,2,0,1,1,1,2,2,2,0,2,2,0,2,0,0,2,2,0,0,1,2,2,0,1,0,0,1,2,5,5,5,5,4,5,4,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,28,male,include,passed,passed,complete,complete,complete,complete,complete,complete,4,11,12,25,6,54,38,25,7,3,4,26,3,3,0,6,18,3,1,4,2,0,1,4,4,2,0,4,4,2,2,3,0,0,2,1,1,4,2,0,1,3,0,1,3,2,0,0,0,0,2,1,0,0,2,2,1,2,2,2,1,0,0,0,0,0,2,0,1,0,1,0,2,2,0,1,1,0,2,2,2,1,2,0,2,4,3,3,5,5,4,4,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,2,30,male,include,passed,passed,complete,complete,complete,complete,complete,complete,5,20,22,26,22,90,53,28,13,5,3.142857142857143,27,3,1,2,6,10,4,4,4,2,4,2,2,4,4,4,4,2,4,2,4,0,4,2,2,4,4,4,4,2,2,4,4,4,2,0,2,2,2,1,0,2,2,0,2,0,2,2,2,2,0,0,2,0,2,2,1,0,0,2,1,2,2,2,2,0,0,1,1,2,2,2,2,2,4,1,5,5,1,5,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2,68,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,12,27,28,2,69,67,27,22,10,4.714285714285714,29,3,4,1,8,12,3,3,4,4,2,0,4,4,4,1,4,1,0,4,4,0,1,4,0,4,4,4,1,0,4,1,0,4,2,1,2,2,2,0,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,2,1,2,1,1,2,2,5,4,5,5,5,5,4,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2,32,male,include,passed,passed,complete,complete,complete,complete,complete,complete,2,11,10,11,15,47,28,9,10,5,2,7,3,3,1,7,17,3,1,0,0,0,2,2,3,0,2,1,3,2,4,3,0,2,2,3,1,2,2,1,3,0,2,1,2,0,2,2,0,0,0,1,1,1,2,0,1,2,0,0,1,0,0,0,2,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,2,3,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
113,2,40,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,23,27,20,19,89,61,23,21,10,4.428571428571429,21,3,4,1,8,4,4,4,2,4,3,2,2,3,4,4,4,3,3,4,3,3,3,4,1,3,3,4,4,3,2,4,3,3,2,0,2,0,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,0,2,2,2,0,2,2,2,2,1,2,0,2,2,2,2,2,1,2,1,5,3,5,4,5,5,4,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2,33,female,include,passed,passed,complete,complete,complete,complete,complete,complete,5,14,26,20,12,72,45,15,16,6,4.142857142857143,26,2,4,2,8,15,3,3,3,4,1,2,3,3,4,2,3,2,2,3,2,1,2,4,1,4,3,4,2,1,3,2,2,3,1,1,2,0,0,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,0,2,1,2,0,1,1,2,1,0,2,1,1,1,1,1,1,1,2,1,3,4,4,5,5,5,3,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2,27,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,13,19,17,14,63,39,17,14,9,2.4285714285714284,29,3,4,1,8,5,1,2,3,3,1,3,3,3,2,2,2,3,2,3,3,1,3,4,2,2,3,3,2,0,1,2,2,2,1,0,1,1,1,0,0,1,1,2,1,2,1,1,1,1,1,1,1,0,0,2,1,1,0,1,0,2,2,2,2,0,2,1,1,1,1,1,0,1,2,2,3,3,2,3,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2,58,male,include,passed,passed,complete,complete,complete,complete,complete,complete,4,24,19,22,2,67,61,24,18,11,3.857142857142857,24,3,4,0,7,9,2,1,3,2,3,0,4,3,4,0,4,4,2,3,4,4,0,4,0,3,4,2,4,0,1,3,0,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,0,2,0,2,1,2,0,1,2,2,2,1,2,2,1,2,1,1,1,1,4,2,4,5,5,4,3,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,46,male,include,passed,passed,complete,complete,complete,complete,complete,complete,3,9,16,12,18,55,35,10,14,12,4.285714285714286,31,3,0,1,4,14,2,2,1,1,2,3,1,2,3,3,2,2,2,2,3,0,3,3,3,3,3,2,1,2,1,1,2,0,1,1,1,0,2,1,0,2,0,2,1,1,1,1,1,1,1,0,1,2,0,0,0,2,1,1,1,0,1,2,2,0,0,1,1,0,1,1,0,1,4,4,4,5,5,5,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,28,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,15,24,20,19,78,36,7,14,5,4.142857142857143,20,3,4,0,7,10,2,3,3,3,2,3,3,3,4,4,4,3,3,4,2,1,3,4,2,3,3,3,2,2,2,2,2,3,1,1,1,0,1,2,2,1,2,2,1,0,1,1,1,1,2,1,1,1,1,0,0,1,2,0,1,1,0,2,1,1,1,1,0,0,0,0,1,0,3,4,4,5,4,5,4,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,2,25,female,include,passed,passed,complete,complete,complete,complete,complete,complete,4,20,25,14,17,76,46,15,18,6,4.285714285714286,25,3,2,1,6,9,3,3,2,4,3,4,4,3,4,4,3,4,3,3,1,2,4,4,1,4,4,3,2,1,0,2,0,1,2,0,0,2,0,2,2,2,0,2,1,2,0,0,2,2,1,1,1,1,1,1,0,2,1,2,1,1,2,2,2,1,2,1,1,0,1,0,1,1,5,4,5,5,1,5,5,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
